"Coal","","","","","",""
"7.3","","","","","",""
"7.95","","","","","",""
"7.03","","","","","",""
"6.64","","","","","",""
"6.1","","","","","",""
"7.91","","","","","",""
"8.97","","","","","",""
"8.52","","","","","",""
"8.44","","","","","",""
"7.27","","","","","",""
"7.76","","","","","",""
"7.67","","","","","",""
"8.34","","","","","",""
"7.14","","","","","",""
"6.5","","","","","",""
"6.34","","","","","",""
"6.52","","","","","",""
"7.12","","","","","",""
"7.66","","","","","",""
"8.58","","","","","",""
"8.87","","","","","",""
"9.37","","","","","",""
"10.35","","","","","",""
"8.78","","","","","",""
"8.39","","","","","",""
"7.99","","","","","",""
"6.86","","","","","",""
"6.46","","","","","",""
"7.15","","","","","",""
"7.29","","","","","",""
"8.13","","","","","",""
"9.22","","","","","",""
"9.15","","","","","",""
"7.89","","","","","",""
"7.93","","","","","",""
"8.22","","","","","",""
"8.51","","","","","",""
"7.21","","","","","",""
"6.81","","","","","",""
"7.36","","","","","",""
"6.48","","","","","",""
"7.25","","","","","",""
"8.21","","","","","",""
"8.29","","","","","",""
"7.85","","","","","",""
"8.81","","","","","",""
"8.8","","","","","",""
"8.41","","","","","",""
"7.75","","","","","",""
"8.48","","","","","",""
"7.41","","","","","",""
"7.81","","","","","",""
"7.45","","","","","",""
"8.06","","","","","",""
"7.65","","","","","",""
"7.62","","","","","",""
"7.37","","","","","",""
"8.14","","","","","",""
"8.58","","","","","",""
"7.27","","","","","",""
"8.57","","","","","",""
"7.33","","","","","",""
"7.45","","","","","",""
"6.93","","","","","",""
"7.34","","","","","",""
"7.46","","","","","",""
"8.22","","","","","",""
"8.69","","","","","",""
"8.37","","","","","",""
"7.81","","","","","",""
"8.32","","","","","",""
"8.9","","","","","",""
"7.88","","","","","",""
"7.07","","","","","",""
"6.4","","","","","",""
"7.52","","","","","",""
"7.51","","","","","",""
"7.17","","","","","",""
"7.71","","","","","",""
"7.58","","","","","",""
"8.34","","","","","",""
"8.65","","","","","",""
"9.03","","","","","",""
"8.73","","","","","",""
"7.4","","","","","",""
"6.64","","","","","",""
"6.58","","","","","",""
"7.14","","","","","",""
"7.73","","","","","",""
"7.76","","","","","",""
"8.28","","","","","",""
"8.45","","","","","",""
"8.02","","","","","",""
"9.61","","","","","",""
"8.81","","","","","",""
"7.37","","","","","",""
"7.82","","","","","",""
"7.33","","","","","",""
"7.47","","","","","",""
"7.6","","","","","",""
"8.41","","","","","",""
"8.55","","","","","",""
"8.98","","","","","",""
"7.43","","","","","",""
"6.87","","","","","",""
"7.19","","","","","",""
"7.55","","","","","",""
"8.31","","","","","",""
"9.97","","","","","",""
"7.45","","","","","",""
"6.84","","","","","",""
"7.66","","","","","",""
"7.08","","","","","",""
"7.65","","","","","",""
"8.7","","","","","",""
"7.54","","","","","",""
"9.5","","","","","",""
"8.15","","","","","",""
"7.98","","","","","",""
"8.86","","","","","",""
"9","","","","","",""
"9.02","","","","","",""
"7.15","","","","","",""
"7.46","","","","","",""
"7.56","","","","","",""
"7.24","","","","","",""
"8.05","","","","","",""
"8.07","","","","","",""
"7.98","","","","","",""
"7.43","","","","","",""
"7.95","","","","","",""
"8.87","","","","","",""
"8.14","","","","","",""
"7.42","","","","","",""
"7.86","","","","","",""
"7.18","","","","","",""
"7.65","","","","","",""
"7.78","","","","","",""
"8.53","","","","","",""
"8.16","","","","","",""
"9.29","","","","","",""
"9.23","","","","","",""
"8.35","","","","","",""
"8.05","","","","","",""
"7.69","","","","","",""
"8.14","","","","","",""
"7.12","","","","","",""
"7.06","","","","","",""
"6.26","","","","","",""
"7.18","","","","","",""
"7.5","","","","","",""
"8.83","","","","","",""
"7.52","","","","","",""
"8.05","","","","","",""
"8.44","","","","","",""
"8.27","","","","","",""
"9.25","","","","","",""
"8.2","","","","","",""
"7.37","","","","","",""
"6.86","","","","","",""
"7.23","","","","","",""
"7.55","","","","","",""
"8.17","","","","","",""
"7.49","","","","","",""
"8.63","","","","","",""
"9.23","","","","","",""
"9.62","","","","","",""
"9.39","","","","","",""
"7.58","","","","","",""
"6.74","","","","","",""
"7.19","","","","","",""
"6.6","","","","","",""
"7.19","","","","","",""
"7.86","","","","","",""
"6.97","","","","","",""
"7.04","","","","","",""
"8.34","","","","","",""
"10.15","","","","","",""
"10.33","","","","","",""
"8.8","","","","","",""
"8.13","","","","","",""
"6.69","","","","","",""
"6.82","","","","","",""
"10.04","","","","","",""
"6.75","","","","","",""
"7.01","","","","","",""
"10.15","","","","","",""
"7.63","","","","","",""
"8.34","","","","","",""
"7.6","","","","","",""
"7.32","","","","","",""
"8.48","","","","","",""
"7.41","","","","","",""
"8.95","","","","","",""
"7.95","","","","","",""
"6.64","","","","","",""
"7.8","","","","","",""
"8.04","","","","","",""
"7.36","","","","","",""
"7.45","","","","","",""
"6.86","","","","","",""
"7.47","","","","","",""
"6.71","","","","","",""
"7.49","","","","","",""
"6.88","","","","","",""
"6.91","","","","","",""
"7.49","","","","","",""
"7.82","","","","","",""
"8.28","","","","","",""
"7.69","","","","","",""
"7.45","","","","","",""
"7.08","","","","","",""
"7.52","","","","","",""
"7.6","","","","","",""
"7.8","","","","","",""
"8.52","","","","","",""
"8.52","","","","","",""
"8.43","","","","","",""
"7.69","","","","","",""
"7.82","","","","","",""
"8.08","","","","","",""
"7.43","","","","","",""
"7.17","","","","","",""
"7.17","","","","","",""
"7.12","","","","","",""
"7.58","","","","","",""
"7.76","","","","","",""
"8.63","","","","","",""
"8.72","","","","","",""
"9.43","","","","","",""
"7.6","","","","","",""
"7.67","","","","","",""
"7.95","","","","","",""
"8","","","","","",""
"7.82","","","","","",""
"7.28","","","","","",""
"7.39","","","","","",""
"7.43","","","","","",""
"7.63","","","","","",""
"8.48","","","","","",""
"8.56","","","","","",""
"9.3","","","","","",""
